API명,특수문자여부,특수문자개수
"A:공급자1년보증형태
",Yes,1
"B:공급자2년보증형태
",Yes,1
"C:제작자사후확인형태
",Yes,1
"D:제작자사전확인형태
",Yes,1
"E:표준품질보증형태
",Yes,1
"G:설치/통합시험보증형태
",Yes,2
"H:국제협정보증형태
",Yes,1
"1:대분류항목
",Yes,1
"2:중분류항목
",Yes,1
"3:문화재정보
",Yes,1
"""1:대지방전,2:구름방전""
",Yes,5
"1:대지조성공사
",Yes,1
"2:옥외급수위생관련공사
",Yes,1
"3:지정및기초
",Yes,1
"4:철근콘크리트공사
",Yes,1
"5:철골공사
",Yes,1
"6:조적공사
",Yes,1
"7:목공사
",Yes,1
"8:창호공사
",Yes,1
"9:지붕및방수공사
",Yes,1
"10:마감공사
",Yes,1
"11:조경공사
",Yes,1
"12:잡공사
",Yes,1
"""13:난방?환기,공기조화설비공사""
",Yes,5
"14:급?배수위생설비공사
",Yes,2
"15:가스및소화설비공사
",Yes,1
"16:전기및전력설비공사
",Yes,1
"17:통신?신호및방재설비공사
",Yes,2
"18:지능형홈네트워크설비공사
",Yes,1
"19:내력구조부별
",Yes,1
"""1:동구,2:중구,3:서구,""
",Yes,8
"""4:유성구,5:대덕구""
",Yes,5
"""1:등록,2:탈퇴""
",Yes,5
"""1:등록일,2:공연명,3:지역""
",Yes,7
"1:무료/0:유료
",Yes,3
"1:문화재자료
",Yes,1
"2:민속자료
",Yes,1
"3:유형문화재
",Yes,1
"4:무형문화재
",Yes,1
"5:기념물
",Yes,1
"""1:민박,2:모텔/여관,3:펜션,4:콘도,5:관광농원,6:청소년수련시설,7:골프텔,8:휴양림/캠핑장,9:한옥체험""
",Yes,21
"1:박물관
",Yes,1
"2:미술관
",Yes,1
"3:기념관
",Yes,1
"""1:법인,2:개인""
",Yes,5
"""1:병원,2:약국""
",Yes,5
"1:보관중
",Yes,1
"2:본인인계
",Yes,1
"3:경찰서인계
",Yes,1
"4:유실물센터이관
",Yes,1
"1:사고
",Yes,1
"2:공사
",Yes,1
"3:행사
",Yes,1
"4:기상
",Yes,1
"1:사용/0:미사용
",Yes,3
"""1:서명,2:저자,3:출판사""
",Yes,7
"""1:서울,2:제주,3:부경""
",Yes,7
"1:소포
",Yes,1
"2:통상
",Yes,1
"1:수신
",Yes,1
"3:수신거부
",Yes,1
"1:수신
",Yes,1
"3:수신거부(default)
",Yes,3
"1:수입제작차2:국내제작차기본값:2
",Yes,3
"""1:시도,2:시군구,3:읍면동""
",Yes,7
"1:신규공고
",Yes,1
"2.수정공고
",Yes,1
"3.재공고
",Yes,1
"8.마감공고
",Yes,1
"""1:암,2:수""
",Yes,5
"""1:암반층,2:충적층""
",Yes,5
"1:약간강
",Yes,1
"2:강
",Yes,1
"3:매우강
",Yes,1
"""1:영문명,2:CAS번호,3:유독물번호""
",Yes,7
"""1:완속,2:급속""
",Yes,5
"1:외항
",Yes,1
"""1:외항,2:내항""
",Yes,5
"1:외항2:내항
",Yes,2
"1:외항입항2:외항출항3:내항입항4:내항출항
",Yes,4
"1:우편번호전체DB다운
",Yes,1
"2:우편번호변경분DB다운
",Yes,1
"3:범위주소DB
",Yes,1
"4:사서함주소DB
",Yes,1
"""1:운영,2:운영안함""
",Yes,5
"""1:운행정류장,2:시작기점,""
",Yes,6
"""3:종점,""
",Yes,4
"4:종료기점
",Yes,1
"1:은행
",Yes,1
"2:생명보험회사
",Yes,1
"3:손해보험회사
",Yes,1
"4:종합금융회사
",Yes,1
"5:상호저축은행
",Yes,1
"""6:투자매매업자,투자중개업자""
",Yes,4
"""1:인구,이주2:생산3:가구소득과자산4:무역5:물가6:에너지,농업,환경7:노동8:교육,문화,관광9:사회,안전10:정부11:보건,복지12:건강13:국토""
",Yes,22
"1:일반차로2:버스차로
",Yes,2
"""1:일반하역,2:기계하역,3:송유관하역,4:무연탄하역""
",Yes,9
"1:자료명
",Yes,1
"2:내용
",Yes,1
"""1:전자상거래,""
",Yes,4
"""2:방문구매,""
",Yes,4
"3:전화상담
",Yes,1
"1:정방향
",Yes,1
"2:역방향
",Yes,1
"1:정방향
",Yes,1
"2:역방향
",Yes,1
"3.순환
",Yes,1
"""1:정주기정보(현재위치),2:이벤트정보(정류소,노드검출)""
",Yes,10
"1:제목
",Yes,1
"2:내용
",Yes,1
"1:좋음/2:보통/3:나쁨/4:매우나쁨
",Yes,7
"1:지진해일주의보
",Yes,1
"2:지진해일경보
",Yes,1
"3:지진해일해재
",Yes,1
"""1:직행노선,2:환승노선전반,3:환승노선후반""
",Yes,7
"""1:진료함,2:진료안함""
",Yes,5
"""1:평일,2:토요일,3:일/공휴일""
",Yes,8
"""1:포항,2:경주""
",Yes,5
"""1:한방,2:의과(양방)""
",Yes,7
"""1:한방,2:의과(양방),3:약국""
",Yes,9
"1:한식
",Yes,1
"2:중화
",Yes,1
"3:일식
",Yes,1
"4:양식
",Yes,1
"""1:해상반입,2:육상반입""
",Yes,5
"1:해상반입2:육상반입
",Yes,2
"1:해상반입2:해상반입
",Yes,2
"1:현금/상품권
",Yes,2
"2:핸드폰
",Yes,1
"3:전자제품
",Yes,1
"4:가방
",Yes,1
"5:지갑
",Yes,1
"6:쇼핑백
",Yes,1
"7:의류
",Yes,1
"8:신발/우산
",Yes,2
"9:도서류
",Yes,1
"10:기타
",Yes,1
"1:확정/0:비확정
",Yes,3
"1?유아숲체험원조성현황
",Yes,1
"4?산림교육운영정보
",Yes,1
"1.1.1-트리클로로에탄(1.1.1-TCE)(단위:mg/L)
",Yes,12
"1.1.1-트리클로로에탄(mg/ℓ)
",Yes,7
"1.1디클로로에틸렌(mg/ℓ)
",Yes,5
"1.3)항목설명상세정보참고
",Yes,2
"""1.CA:주거,무덤,정치국방,산업생산,교통통신,종교신앙,교육문화,인물사건,유산산포지/유적산포지2.CB:일반회화,불교회화,기타종교회화,일반조각,불교조각,기타종교조각,생활공예,불교공예,기타종교공예3.FH:전통연행,공예기술,음식제조4.MH:전적류,문서류,서간류,서각류,근대매체5.NH:천연기념물,천연보호구역,명승""
",Yes,37
"""1.XTD:행정DB관리시스템,2.ORI:문화재원형기록정보시스템,3.CHA:문화재청홈페이지,4.NRI:문화유산연구지식포털,5.HCH:문화유산채널,6.DRAW:문화재도면스캔자료""
",Yes,19
"1.국유림
",Yes,1
"2.사유림
",Yes,1
"""1.문화유산:cultural_heritage,2.사진:images,3.동영상:video,4.도면/3D:floorplan_3d,5.연구자료:research,6.통합검색:total""
",Yes,22
"1.보호구역2.마루금
",Yes,2
"1.세균수
",Yes,1
"2.유사도
",Yes,1
"1.수분함량
",Yes,1
"2.강열감량
",Yes,1
"3.화학적산소요구량
",Yes,1
"4.산휘발성황화물
",Yes,1
"5.클로로필a
",Yes,1
"6.수온
",Yes,1
"7.염분
",Yes,1
"8.수소이온농도
",Yes,1
"9.용존산소
",Yes,1
"10.용존산소포화도
",Yes,1
"11.용존무기인
",Yes,1
"12.용존무기질소
",Yes,1
"13.질산염
",Yes,1
"14.암모니아
",Yes,1
"15.부유입자물질
",Yes,1
"16.부유입자성유기질소
",Yes,1
"17.부유입자유기탄소
",Yes,1
"18.규산염
",Yes,1
"19.아질산염
",Yes,1
"20.총인
",Yes,1
"21.총질소
",Yes,1
"22.총유기탄소
",Yes,1
"23.암모니아성질소
",Yes,1
"24.인산염
",Yes,1
"1.수온
",Yes,1
"2.염분
",Yes,1
"3.투명도
",Yes,1
"1.식물일반명(유사검색)
",Yes,3
"2.식물종학명(유사검색)
",Yes,3
"3.식물일반명(일치검색)
",Yes,3
"4.식물종학명(일치검색)
",Yes,3
"1.자갈
",Yes,1
"2.모래
",Yes,1
"3.실트
",Yes,1
"4.점토
",Yes,1
"5.진흙
",Yes,1
"6.평균입도
",Yes,1
"7.표본선별
",Yes,1
"8.왜도
",Yes,1
"9.첨도
",Yes,1
"1.자연바닷가
",Yes,1
"2.이용바닷가
",Yes,1
"3.토지등록가능바닷가
",Yes,1
"4.기등록
",Yes,1
"1.전환
",Yes,1
"2.관리
",Yes,1
"3.보전
",Yes,1
"1.제목+내용
",Yes,2
"2.제목
",Yes,1
"3.내용
",Yes,1
"1.지리정보데이터
",Yes,1
"2.보고서
",Yes,1
"3.연안관리계획
",Yes,1
"1.체장
",Yes,1
"2.개체수
",Yes,1
"3.습중량
",Yes,1
"4.건중량
",Yes,1
"5.멸종위기야생동물등급
",Yes,1
"6.면적M2
",Yes,1
"7.밀도
",Yes,1
"8.성숙률
",Yes,1
"9.피도
",Yes,1
"10.빈도
",Yes,1
"11.상대피도
",Yes,1
"12.상대빈도
",Yes,1
"13.중요도
",Yes,1
"14.R/P
",Yes,2
"15.RCP
",Yes,1
"16.풍부도
",Yes,1
"17.균등도
",Yes,1
"18.다양도
",Yes,1
"19.우점도
",Yes,1
"20.분포밀도
",Yes,1
"21.평균밀도
",Yes,1
"22.현존량
",Yes,1
"1.크롬
",Yes,1
"2.코발트
",Yes,1
"3.니켈
",Yes,1
"4.구리
",Yes,1
"5.카드뮴
",Yes,1
"6.납
",Yes,1
"7.아연
",Yes,1
"8.알루미늄
",Yes,1
"9.비소
",Yes,1
"10.철
",Yes,1
"11.수은
",Yes,1
"1.토지등록
",Yes,1
"2.보전
",Yes,1
"""1.해상구역,2.EEZ""
",Yes,5
"""1(시간순),2(강도순),""
",Yes,8
"NULL이면'1:시간순'으로처리
",Yes,3
"""1/4,2/4,3/4,4/4""
",Yes,9
"1++A:1++A등급
",Yes,5
"1++B:1++B등급
",Yes,5
"1++C:1++C등급
",Yes,5
"1+A:1+A등급
",Yes,3
"1+B:1+B등급
",Yes,3
"1+C:1+C등급
",Yes,3
"1+D:1+D등급
",Yes,3
"1A:1A등급
",Yes,1
"1B:1B등급
",Yes,1
"1C:1C등급
",Yes,1
"1D:1D등급
",Yes,1
"2A:2A등급
",Yes,1
"2B:2B등급
",Yes,1
"2C:2C등급
",Yes,1
"2D:2D등급
",Yes,1
"1++A경매가격
",Yes,2
"1++B경매가격
",Yes,2
"1++C경매가격
",Yes,2
"1+A경매가격
",Yes,1
"1+B경매가격
",Yes,1
"1+C경매가격
",Yes,1
"1+등급경매가격
",Yes,1
"1=농산물산지
",Yes,1
"3=축산물산지
",Yes,1
"4=수산물산지
",Yes,1
"5=도매공판
",Yes,1
"6=중도매
",Yes,1
"7=소비자
",Yes,1
"1=모집중
",Yes,1
"2=모집완료
",Yes,1
"1=생산지2=소비지
",Yes,2
"1=오름차순
",Yes,1
"2=내림차순
",Yes,1
"default=1
",Yes,1
"1=주민자치센터
",Yes,1
"2=문화기관
",Yes,1
"3=청소년기관
",Yes,1
"4=사회복지기관
",Yes,1
"5=학습기관
",Yes,1
"6=공공기관
",Yes,1
"7=노인복지회관
",Yes,1
"8=대학부설평생교육원
",Yes,1
"9=도서관
",Yes,1
"10=문화의집
",Yes,1
"11=박물관/미술관
",Yes,2
"12=문해교육기관
",Yes,1
"13=전통문화기관
",Yes,1
"14=기타기관
",Yes,1
"1~12
",Yes,1
"1~12월검색가능
",Yes,1
"1~4급지
",Yes,1
"1~4호선
",Yes,1
"""10:등록자명,""
",Yes,4
"""20:단체명,""
",Yes,4
"30:이력등록번호
",Yes,1
"""10:상자(BX),""
",Yes,6
"""11:개(EA),12:통,""
",Yes,8
"""13:포,14:망,""
",Yes,6
"""15:그리티(C/T),""
",Yes,7
"""16:콘티,17:m²,""
",Yes,7
"""18:kg,19:병(통),""
",Yes,8
"""20:병,21:봉지,""
",Yes,6
"""22:포대,23:실린,""
",Yes,6
"""24:봉,25:약통(캔),""
",Yes,8
"""26:봉지(통),""
",Yes,6
"""10:생산,20:유통,30:판매""
",Yes,7
"""10:생산,20:유통30:판매""
",Yes,6
"10:생산정보20:수확후관리정보
",Yes,2
"10:선불
",Yes,1
"16:착불
",Yes,1
"10:선불(default)
",Yes,3
"16:착불
",Yes,1
"10:인증정보
",Yes,1
"20:검사정보
",Yes,1
"30:구매정보
",Yes,1
"40:가격정보
",Yes,1
"10=없음
",Yes,1
"11=특(1등)
",Yes,3
"12=상(2등)
",Yes,3
"13=보통(3등)
",Yes,3
"14=4등
",Yes,1
"15=5등
",Yes,1
"16=6등
",Yes,1
"17=7등
",Yes,1
"18=8등
",Yes,1
"19=9등(등외)
",Yes,3
"70=없음
",Yes,1
"71=자연산특품
",Yes,1
"72=자연산상품
",Yes,1
"73=자연산중품
",Yes,1
"74=자연산하품
",Yes,1
"75=양식산특품
",Yes,1
"76=양식산상품
",Yes,1
"77=양식산중품
",Yes,1
"78=양식산하품
",Yes,1
"30=없음
",Yes,1
"31=특(1등)
",Yes,3
"32=상(2등)
",Yes,3
"33=보통(3등)
",Yes,3
"34=4등
",Yes,1
"35=5등
",Yes,1
"36=6등
",Yes,1
"37=7등
",Yes,1
"38=8등
",Yes,1
"39=등외
",Yes,1
"79=등외
",Yes,1
"00=없음
",Yes,1
"1A=유기농산물
",Yes,1
"1B=전
",Yes,1
"100
",No,0
"""100:kg,101:g,102:mg,103:l,104:ml,105:m?,106:cc,107:ton,109:m""
",Yes,20
"10000
",No,0
"10010001~10010004
",Yes,1
"100m~120m(개소수)
",Yes,3
"100m~120m(이용량)
",Yes,3
"100㎜~150㎜(개소수)
",Yes,5
"100㎜~150㎜(이용량)
",Yes,5
"100㎜초과(개소수)
",Yes,3
"100㎜초과(이용량)
",Yes,3
"100대명산선정이유
",No,0
"100초과150이하(개소수)
",Yes,2
"100초과150이하(이용량)
",Yes,2
"101(코드집별첨)
",Yes,2
"10100코드조회오퍼레이션참조
",No,0
"105-13
",Yes,1
"1078:웅천읍
",Yes,1
"1079:주포면
",Yes,1
"1080:주교면
",Yes,1
"1081:오천면
",Yes,1
"1082:천북면
",Yes,1
"1083:청소면
",Yes,1
"1084:청라면
",Yes,1
"1085:남포면
",Yes,1
"1086:주산면
",Yes,1
"1087:미산면
",Yes,1
"1088:성주면
",Yes,1
"1089:대천1동
",Yes,1
"1090:대천2동
",Yes,1
"1091:대천3동
",Yes,1
"1092:대천4동
",Yes,1
"1093:대천5동
",Yes,1
"1098188414
",No,0
"10년대출금리
",No,0
"10년대출금리
",No,0
"(소득2000만원이하)
",Yes,2
"10년대출금리
",No,0
"(소득4000만원이하
",Yes,1
"10년대출금리
",No,0
"(소득6000만원이하
",Yes,1
"10년물발행금리
",No,0
"10단위물품분류번호
",No,0
"10대남(명)
",Yes,2
"10대수
",No,0
"10대여(명)
",Yes,2
"10분간최다강수량(mm)
",Yes,2
"10분간최다강수량[시각]
",Yes,2
"10분평균풍속
",No,0
"10분평균풍향
",No,0
"10생산정보입력
",No,0
"10시~11시승하차인원수
",Yes,1
"10시강우량4(단위mm)
",Yes,2
"10시난방지수
",No,0
"10시외기온도
",No,0
"10월
",No,0
"10월연탄소비현황(단위:톤)
",Yes,3
"10이면10시~11시
",Yes,1
"10일후날씨예보
",No,0
"10일후예보신뢰도
",No,0
"10일후예상최고기온(℃)
",Yes,3
"10일후예상최저기온(℃)
",Yes,3
"10일후최고예상파고(m)
",Yes,2
"10일후최저예상파고(m)
",Yes,2
"""11:국보,12:보물,13:사적,15:명승,16:천연기념물,17:국가무형문화재,18:중요민속문화재,21:시도유형문화재,22:시도무형문화재,23:시도기념물,24:시도민속문화재,31:문화재자료,BI:비지정문화재,79:등록문화재,80:이북5도무형문화재""
",Yes,31
"11:리무진
",Yes,1
"12:좌석
",Yes,1
"13:일반
",Yes,1
"20:마을
",Yes,1
"30:지선
",Yes,1
"""11:서울,21:부산,22:대구,23:인천,24:광주,25:대전,26:울산,31:경기,32:강원,33:충북,34:충남,35:전북,36:전남,37:경북,38:경남,50:제주,ZZ:기타,44:함경북도,43:함경남도,42:평안북도,41:평안남도,40:황해도,45:세종""
",Yes,47
"""11:서울특별시,21:부산광역시,22:대구광역시,23:인천광역시,24:광주광역시,25:대전광역시,26:울산광역시,31:경기도,32:강원도,33:충청북도,34:충청남도,35:전라북도,36:전라남도,37:경상북도,38:경상남도,39:제주특별자치도""
",Yes,33
"11000:서울특별시
",Yes,1
"11000:서울특별시
",Yes,1
""",36000:세종특별자치시""
",Yes,4
""",31000:울산광역시""
",Yes,4
""",28000:인천광역시""
",Yes,4
""",46000:전라남도""
",Yes,4
""",45000:전라북도""
",Yes,4
""",50000:제주특별자치도""
",Yes,4
""",44000:충청남도""
",Yes,4
""",43000:충청북도""
",Yes,4
""",42000:강원도""
",Yes,4
""",41000:경기도""
",Yes,4
""",48000:경상남도""
",Yes,4
""",47000:경상북도""
",Yes,4
""",29000:광주광역시""
",Yes,4
""",99000:기타""
",Yes,4
""",27000:대구광역시""
",Yes,4
""",30000:""
",Yes,4
"1102:호텔
",Yes,1
"1103:모텔
",Yes,1
"1104:여관
",Yes,1
"1105:펜션
",Yes,1
"1106:민박
",Yes,1
"1107:여인숙
",Yes,1
"110201:농협서울
",Yes,1
"110203:동일농축
",Yes,1
"210005:김해축공
",Yes,1
"210006:부산동원
",Yes,1
"220001:대구신흥
",Yes,1
"230003:인천삼성
",Yes,1
"241301:광주삼호
",Yes,1
"250001:대전대양
",Yes,1
"311401:안양협신
",Yes,1
"314601:도드람LPC
",Yes,1
"315001:농협부천
",Yes,1
"364602:농협나주
",Yes,1
"374301:농협고령
",Yes,1
"381884:부경축공
",Yes,1
"390001:제주축공
",Yes,1
"115(코드집별첨)
",Yes,2
"11시~12시승하차인원수
",Yes,1
"11시강우량5(단위mm)
",Yes,2
"11시난방지수
",No,0
"11시외기온도
",No,0
"11월
",No,0
"11월연탄소비현황(단위:톤)
",Yes,3
"120m~140m(개소수)
",Yes,3
"120m~140m(이용량)
",Yes,3
"128비트_파일명
",Yes,1
"129.1645388
",Yes,1
"12개월(July)
",Yes,2
"12시~13시승하차인원수
",Yes,1
"12시간누적강수량
",No,0
"12시강우량5(단위mm)
",Yes,2
"12시고도
",No,0
"12시난방지수
",No,0
"12시방위각
",No,0
"12시외기온도
",No,0
"12월
",No,0
"12월연탄소비현황(단위:톤)
",Yes,3
"135㎡초과
",Yes,1
"13시~14시승하차인원수
",Yes,1
"13시강우량5(단위mm)
",Yes,2
"13시난방지수
",No,0
"13시외기온도
",No,0
"140m~160m(개소수)
",Yes,3
"140m~160m(이용량)
",Yes,3
"14시
",No,0
"14시~15시승하차인원수
",Yes,1
"14시강우량6(단위mm)
",Yes,2
"14시난방지수
",No,0
"14시외기온도
",No,0
"""15,000원""
",Yes,3
"150㎥/일초과(개소수)
",Yes,4
"150㎥/일초과(이용량)
",Yes,4
"150㎜~200㎜(개소수)
",Yes,5
"150㎜~200㎜(이용량)
",Yes,5
"15m/s반경
",Yes,1
"(강풍반경)
",Yes,2
"15m/s반경
",Yes,1
"(강풍반경)_t
",Yes,3
"15m/s반경(강풍반경)
",Yes,3
"15m/s예외반경
",Yes,1
"15m/s예외방향
",Yes,1
"15년대출금리
",No,0
"15년대출금리
",No,0
"(소득2000만원이하)
",Yes,2
"15년대출금리
",No,0
"(소득4000만원이하
",Yes,1
"15년대출금리
",No,0
"(소득6000만원이하
",Yes,1
"15년물발행금리
",No,0
"15분누적강수량
",No,0
"15시~16시승하차인원수
",Yes,1
"15시강우량0(단위mm)
",Yes,2
"15시고도
",No,0
"15시난방지수
",No,0
"15시방위각
",No,0
"15시외기온도
",No,0
"160m초과(개소수)
",Yes,2
"160m초과(이용량)
",Yes,2
"16시~17시승하차인원수
",Yes,1
"16시강우량0(단위mm)
",Yes,2
"16시난방지수
",No,0
"16시외기온도
",No,0
"17시~18시승하차인원수
",Yes,1
"17시강우량0(단위mm)
",Yes,2
"17시난방지수
",No,0
"17시외기온도
",No,0
"18시
",No,0
"18시~19시승하차인원수
",Yes,1
"18시강우량0(단위mm)
",Yes,2
"18시고도
",No,0
"18시난방지수
",No,0
"18시방위각
",No,0
"18시외기온도
",No,0
"192비트_파일명
",Yes,1
"1970년06월10일
",No,0
"19841201의년월일형태로검색
",No,0
"19841204의년월일형태로검색
",No,0
"19시~20시승하차인원수
",Yes,1
"19시강우량0(단위mm)
",Yes,2
"19시난방지수
",No,0
"19시대의정보
",No,0
"19시외기온도
",No,0
"1A경매가격
",No,0
"1B경매가격
",No,0
"1C경매가격
",No,0
"1개월정액요금(단위:원)
",Yes,3
"1국명/2국명일치
",Yes,1
"1국명/2학명/3국명일치/4학명일치
",Yes,3
"1국명/2학명/국명일치/4학명일치
",Yes,3
"1국명/3국명일치
",Yes,1
"1년물발행금리
",No,0
"1등급경매가격
",No,0
"1문헌전체명/2문헌전체명일치
",Yes,1
"1문헌전체명/2약식명/3문헌전체명일치/4약식명일치
",Yes,3
"1분관측자료목록
",No,0
"1분기
",No,0
"1분기~4분기
",Yes,1
"1분평균풍속
",No,0
"1분평균풍향
",No,0
"1세보육료
",No,0
"1세입소대기자수
",No,0
"""1시간:1,15분:2""
",Yes,5
"""1시간:1,15분:2?""
",Yes,6
"1시간요금(원)
",Yes,2
"1시간전강우량(단위:mm)
",Yes,3
"1시간최다강수량(mm)
",Yes,2
"1시간최다강수량[시각]
",Yes,2
"1시간최다일사
",No,0
"1시간최다일사[시각]
",Yes,2
"1시강우량0(단위mm)
",Yes,2
"1시난방지수
",No,0
"1시외기온도
",No,0
"1월
",No,0
"1월연탄소비현황(단위:톤)
",Yes,3
"1위
",No,0
"1위횟수
",No,0
"1이면막차
",No,0
"1이면저상버스
",No,0
"1일경우하도급계약만
",No,0
"1일주차권
",No,0
"1일주차권요금
",No,0
"1일주차권요금(단위:원)
",Yes,3
"1일주차권요금[원]
",Yes,2
"1일주차권요금적용시간
",No,0
"1일주차권요금적용시간(단위:분)
",Yes,3
"1일주차권요금적용시간[분]
",Yes,2
"1일주차권요금적용시간\
",Yes,1
"1일주차시간(단위:분)
",Yes,3
"1일주차요금(단위:원)
",Yes,3
"1일최대수용인원수
",No,0
"1일최대용량
",No,0
"1일평균대여건수(명)
",Yes,2
"1일평균성별구분남(명)
",Yes,2
"1일평균성별구분여(명)
",Yes,2
