필드명	행정표준용어	매칭결과
30백만원이하	경상북도경산시	#N/A
40백만원이하	경상북도경주시	#N/A
50백만원이하	경상북도고령군	#N/A
60백만원이하	경상북도구미시	#N/A
70백만원이하	경상북도군위군	#N/A
80백만원이하	경상북도김천시	#N/A
90백만원이하	경상북도문경시	#N/A
100백만원이하	경상북도봉화군	#N/A
100백만원초과	경상북도상주시	#N/A
개량	경상북도성주군	535
건축	경상북도안동시	738
구입	경상북도영덕군	2124
전세자금	경상북도영양군	#N/A
중도금	경상북도영주시	11130
합계	경상북도영천시	13350
개량	경상북도예천군	535
건축	경상북도울릉군	738
구입	경상북도울진군	2124
전세자금	경상북도의성군	#N/A
중도금	경상북도청도군	11130
합계	경상북도청송군	13350
연월중	경상북도칠곡군	#N/A
서울특별시	경상북도포항시	6182
부산광역시	경상비	5239
대구광역시	경상이익	3325
인천광역시	경상자	9360
광주광역시	경선	1937
대전광역시	경선기간	3444
울산광역시	경선선거인	8591
경기도	경선일	909
충청북도	경수로	12206
충청남도	경신	12190
전라북도	경연대회	10229
전라남도	경영	10206
경상북도	경영관리	1006
경상남도	경영방침	985
강원도	경영위임	499
제주도	경영이양	10726
세종특별자치시	경영자	#N/A
기타	경영지도	2754
연월중	경우	#N/A
서울특별시	경운기	6182
부산광역시	경위	5239
대구광역시	경유	3325
인천광역시	경유지	9360
광주광역시	경의선	1937
대전광역시	경작	3444
울산광역시	경작지	8591
경기도	경쟁	909
충청북도	경쟁력	12206
충청남도	경쟁매매	12190
전라북도	경쟁사	10229
전라남도	경쟁율	10206
경상북도	경쟁제한행위	1006
경상남도	경적	985
강원도	경전철	499
제주도	경정	10726
세종특별자치시	경정결정	#N/A
기타	경정등기	2754
연월중	경정처분	#N/A
10백만원이하	경정청구	#N/A
20백만원이하	경정통지서	#N/A
30백만원이하	경제	#N/A
40백만원이하	경제사범	#N/A
50백만원이하	경제성	#N/A
60백만원이하	경제수역	#N/A
70백만원이하	경제자유구역	#N/A
80백만원이하	경제자유구역개발계획	#N/A
90백만원이하	경제적기본권	#N/A
100백만원이하	경제특구	#N/A
100백만원초과	경제협력개발기구	#N/A
연월중	경조	#N/A
10백만원이하	경종	#N/A
20백만원이하	경주마	#N/A
30백만원이하	경지	#N/A
40백만원이하	경진대회	#N/A
50백만원이하	경질	#N/A
60백만원이하	경징계	#N/A
70백만원이하	경차	#N/A
80백만원이하	경찰	#N/A
90백만원이하	경찰강제	#N/A
100백만원이하	경찰기관	#N/A
100백만원초과	경찰긴급권	#N/A
연월중	경찰복	#N/A
개인위탁	경찰서	#N/A
개인직접	경찰청	#N/A
연월중	경축	#N/A
개인위탁	경품	#N/A
개인직접	경합	#N/A
연월중	경향	#N/A
서울특별시	경험	6182
부산광역시	경협	5239
대구광역시	경호	3325
인천광역시	경호구역	9360
광주광역시	계	1937
대전광역시	계고	3444
울산광역시	계급	8591
경기도	계단	909
충청북도	계란집하업	12206
충청남도	계량	12190
전라북도	계량기	10229
전라남도	계량기준	10206
경상북도	계량단위	1006
경상남도	계류	985
강원도	계리	499
제주도	계명	10726
세종특별자치시	계몽	#N/A
기타	계발	2754
연월중	계보	#N/A
서울특별시	계산	6182
부산광역시	계산가격	5239
대구광역시	계산서	3325
인천광역시	계선	9360
광주광역시	계속	1937
대전광역시	계속거래	3444
울산광역시	계속보험	8591
경기도	계속비대형공사	909
충청북도	계속지역권	12206
충청남도	계수	12190
전라북도	계수기	10229
전라남도	계승	10206
경상북도	계시	1006
경상남도	계약	985
강원도	계약금	499
제주도	계약금액	10726
세종특별자치시	계약기간	#N/A
기타	계약담당공무원	2754
연월중1)	계약대금	#N/A
합계Total	계약보증금	#N/A
DTI2) 10% 이하	계약서	#N/A
10%초과 ~ 20%이하	계약수량	#N/A
20%초과 ~ 30%이하	계약위반	#N/A
30%초과 ~ 40%이하	계약이행보증	#N/A
40%초과 ~ 50%이하	계약자	#N/A
50%초과	계약전력	#N/A
연월중	계약직	#N/A
연월중1)	계엄	#N/A
합계Total	계열	#N/A
LTV2) 35% 이하	계열	#N/A
35%초과 ~ 40%이하	계열기업	#N/A
40%초과 ~ 45%이하	계열사	#N/A
45%초과 ~ 50%이하	계열화	#N/A
50%초과 ~ 55%이하	계열회사	#N/A
55%초과 ~ 60%이하	계장	#N/A
60%초과 ~ 65%이하	계전기	#N/A
65%초과	계절	#N/A
연월중	계절관세	#N/A
연월중	계정	#N/A
합계	계정과목	13350
하나은행	계정항목	#N/A
외환은행	계좌	#N/A
국민은행	계좌번호	#N/A
우리은행	계좌주	#N/A
한국스탠다드차타드은행	계측기	#N/A
삼성생명	계층	#N/A
기업은행	계층분석의사결정	#N/A
한화생명	계호	#N/A
농협은행	계획	#N/A
삼성화재	계획교통량	#N/A
신한은행	계획서	#N/A
대구은행	고	#N/A
수협은행	고가	#N/A
한국씨티은행	고가품	#N/A
경남은행	고갈	#N/A
광주은행	고객	#N/A
부산은행	고객관계관리	#N/A
제주은행	고객니즈전략	#N/A
흥국생명	고객등급	#N/A
전북은행	고객만족경영	#N/A
기타2)	고객만족도조사	#N/A
연월중	고객민원	#N/A
연월중1)	고객분석	#N/A
합계Total	고객불만	#N/A
10년	고객사	#N/A
15년	고객수	#N/A
20년	고객정보	#N/A
30년	고객지주제	#N/A
연월중1)	고고학	#N/A
합계Total	고공품	#N/A
1천만원 이하	고과	#N/A
1천만원 초과 ~ 2천만원 이하	고교	#N/A
2천만원 초과 ~ 3천만원 이하	고교평준화	#N/A
3천만원 초과 ~ 4천만원 이하	고궁	#N/A
4천만원 초과 ~ 5천만원 이하	고급	#N/A
5천만원 초과 ~ 7천만원 이하	고기후	#N/A
7천만원 초과 ~ 1억원 이하	고냉지	#N/A
1억원 초과	고냉지대	#N/A
연월중	고대사	#N/A
연월중1)	고도	#N/A
합계Total	고도보존사업	#N/A
25세 미만	고도화	#N/A
25세 ~ 29세	고등교육	#N/A
30세 ~ 34세	고등교육기관	#N/A
35세 ~ 39세	고등법원	#N/A
40세 ~ 44세	고등학교	#N/A
45세 ~ 49세	고등학생	#N/A
50세 ~ 54세	고래	#N/A
55세 이상	고랭지	#N/A
연월중	고려	#N/A
연월중1)	고려기간	#N/A
합계Total	고령	#N/A
구입	고령사회	2124
보전	고령자	5030
상환	고령화	6050
연월중1)	고령화사회	#N/A
합계Total	고리금지법	#N/A
다세대 주택	고리대	#N/A
단독주택	고무	3202
아파트	고박장치	7594
연립주택	고발	8021
연월중	고부가가치	#N/A
전국	고분자	10168
서울	고분자재료	6181
부산	고분자화합물	5237
대구	고사	3324
인천	고산	9359
광주	고살	1936
대전	고서	3443
울산	고세율	8590
세종	고소	#N/A
경기	고소권자	906
강원	고소인	498
충북	고소추완	12178
충남	고소취소	12173
전북	고속	10284
전남	고속국도	10195
경북	고속도로	971
경남	고속버스	943
제주	고속선	10723
기타	고속여객선	2754
연월중	고속철도	#N/A
연월말	고속철도차량	#N/A
판매금액1)	고속회선교환망	#N/A
누적잔액2)	고수익	#N/A
적용금리3)	고시	#N/A
금리적용기준일	고시금액	#N/A
연월중	고아	#N/A
1억원이하	고안	#N/A
5억원이하	고압	#N/A
10억원이하	고압	#N/A
50억원이하	고압가스설비	#N/A
100억원이하	고압작업	#N/A
500억원이하	고액	#N/A
100억원이하	고열	#N/A
연월중	고엽제	#N/A
1억원이하	고용	#N/A
5억원이하	고용보험	#N/A
10억원이하	고용인	#N/A
50억원이하	고용주	#N/A
100억원이하	고용직공무원	#N/A
500억원이하	고위	#N/A
100억원이하	고유	#N/A
건설자금	고유권	#N/A
임대중도금	고유번호	#N/A
합계	고유법	13350
건설자금	고유재산	#N/A
임대중도금	고장	#N/A
합계	고장신고	13350
연월중	고장원인	#N/A
서울특별시	고장유형	6182
부산광역시	고장작업	5239
대구광역시	고장접수	3325
인천광역시	고전압	9360
광주광역시	고점성물질	1937
대전광역시	고정	3444
울산광역시	고정가격	8591
경기도	고정급	909
충청북도	고정자산	12206
충청남도	고정직접지불금	12190
전라북도	고정하중	10229
전라남도	고정환율제도	10206
경상북도	고조	1006
경상남도	고주파	985
강원도	고증	499
제주도	고지	10726
세종특별자치시	고지대	#N/A
기타	고지서	2754
연월중	고지의무	#N/A
서울특별시	고철	6182
부산광역시	고철장	5239
대구광역시	고철화	3325
인천광역시	고체	9360
광주광역시	고체화학물질	1937
대전광역시	고충	3444
울산광역시	고충민원	8591
경기도	고충처리기관	909
충청북도	고취	12206
충청남도	고층	12190
전라북도	고층대기	10229
전라남도	고통	10206
경상북도	고품질	1006
경상남도	고향	985
강원도	고혈압	499
제주도	고형화	10726
세종특별자치시	고형화처리설비	#N/A
기타	곡류	2754
연월중	곡률	#N/A
1억원이하	곡물	#N/A
5억원이하	곡선	#N/A
10억원이하	곡식	#N/A
50억원이하	곤경	#N/A
100억원이하	곤돌라	#N/A
500억원이하	곤란	#N/A
100억원이하	곤봉	#N/A
연월중	곤충	#N/A
1억원이하	곤충동물매개감염병	#N/A
5억원이하	곤충동물매개감염병고위험작업	#N/A
10억원이하	골동품	#N/A
50억원이하	골목길	#N/A
100억원이하	골반충격부위	#N/A
500억원이하	골재	#N/A
100억원이하	골재자원조사	#N/A
PF보증	골재채취업	#N/A
건설운전	골절	#N/A
건설자금	골프	#N/A
구상채권회수	골프연습장	#N/A
미분양주택	골프장	#N/A
유동화회사보증	곰팡이	#N/A
합계	곱셈	13350
PF보증	공	#N/A
건설운전	공간	#N/A
건설자금	공갈	#N/A
구상채권회수	공개	#N/A
미분양주택	공개입찰	#N/A
유동화회사보증	공개키	#N/A
합계	공격	13350
연월중	공고	#N/A
서울특별시	공고문	6182
부산광역시	공고일	5239
대구광역시	공공	3325
인천광역시	공공건물	9360
광주광역시	공공건물공중이용시설	1937
대전광역시	공공관리주체	3444
울산광역시	공공교통시설	8591
경기도	공공기관	909
충청북도	공공기술	12206
충청남도	공공기업	12190
전라북도	공공기업체	10229
전라남도	공공단체	10206
경상북도	공공도서관	1006
경상남도	공공보건의료	985
강원도	공공보건의료기관	499
제주도	공공부문	10726
세종특별자치시	공공부조	#N/A
기타	공공비축미곡	2754
연월중	공공수역	#N/A
서울특별시	공공시설	6182
부산광역시	공공연구기관	5239
대구광역시	공공용물	3325
인천광역시	공공용수면	9360
광주광역시	공공용지	1937
대전광역시	공공위험죄	3444
울산광역시	공공정보	8591
경기도	공공조합	909
충청북도	공공차관	12206
충청남도	공공차관협약	12190
전라북도	공공측량	10229
전라남도	공공하수도	10206
경상북도	공공하수도관리청	1006
경상남도	공과금	985
강원도	공관	499
제주도	공관로	10726
세종특별자치시	공교육	#N/A
기타	공구	2754
구분	공군	2099
발행내역	공권	#N/A
상환내역	공권력	#N/A
잔액(콜옵션 행사후 조정된 스케즐)	공금	#N/A
비고	공급	5528
구분	공급가	2099
발행내역	공급가격	#N/A
상환내역	공급관	#N/A
잔액(콜옵션 행사후 조정된 스케즐)	공급사	#N/A
구분	공급사업	2099
1월	공급설비	8
2월	공급시설	16
3월	공급자	23
4월	공기	29
5월	공기매개감염병	31
6월	공기업	34
7월	공기업특권	37
8월	공기업특허	39
9월	공기정화설비	41
10월	공기총	2
11월	공단	4
12월	공단	5
2014 누계	공동	#N/A
MBS	공동구	137
SLBS	공동구조	#N/A
전월잔액	공동담보	#N/A
지급보증이행 발생액	공동대리	#N/A
지급보증이행 발생일자	공동면책	#N/A
지급보증이행 상환액	공동발행인	#N/A
지급보증이행 잔액	공동배서인	#N/A
발생횟수	공동배선	#N/A
구분	공동배선사	2099
KMC MBS (a)	공동보세구역	#N/A
KHFC MBS (b)	공동보증	#N/A
KHFC SLBS (c)	공동보험	#N/A
총계 (a+b+c)	공동상속	#N/A
KMC MBS (a)	공동소송	#N/A
KHFC MBS (b)	공동시설세	#N/A
KHFC SLBS (c)	공동압류	#N/A
총   계	공동연구기관	#N/A
발행액	공동연수	#N/A
상환액	공동유대	#N/A
발행잔액	공동인수인	#N/A
구분	공동저당	2099
선순위 증권	공동점유	#N/A
후순위 증권	공동정범	#N/A
합계	공동주택	13350
발행일	공동지배인	#N/A
발행액	공동집배송센터	#N/A
상환액	공동채무자	#N/A
발행잔액	공동친권	#N/A
상환율	공동피고인	#N/A
구 분	공동해손	#N/A
당월말 여유금액 (운용현황)	공란	#N/A
전월대비증감	공람	#N/A
보통예금(MMDA)	공로	#N/A
정기예금	공로자	#N/A
환매조건부채권(RP)	공로주	#N/A
정기예치금(CD)	공립	#N/A
유가증권*	공립학교	8797
구분	공매	2099
MBS	공매대금	137
KMC	공매도	#N/A
SLBS	공매보류	#N/A
KHFC	공매예정가격	#N/A
원본	공매조건	8628
배당	공명선거	4685
총계	공모	11980
소계	공모가	6561
구분	공모가격	2099
유동화코드	공모금액	#N/A
원금(선순위)	공모주	#N/A
이자	공모후	9214
합계	공무	13350
구분	공무담임권	2099
MBS	공무소	137
KMC	공무원	#N/A
SLBS	공무집행방해죄	#N/A
KHFC	공문서	#N/A
총계	공물	11980
소계	공물경찰	6561
연월말	공물관리권	#N/A
판매금액1)	공물사용권특허	#N/A
누적잔액2)	공방	#N/A
평균 대출금리3)	공범	#N/A
분기말	공법	#N/A
전국	공병	10168
서울	공보	6181
부산	공보처	5237
대구	공부	3324
인천	공부방	9359
광주	공사	1936
대전	공사감리	3443
울산	공사관리지역	8590
경기	공사명령	906
강원	공사실적액	498
충북	공사업	12178
충남	공사업자	12173
전북	공사이행보증서	10284
전남	공사자	10195
경북	공사장	971
경남	공사채	943
제주	공산품	10723
분기말	공상	#N/A
연월중	공상군경	#N/A
합계	공설	13350
국민주택기금	공소	#N/A
국민은행	공소권	#N/A
우리은행	공소불가분원칙	#N/A
신한은행	공소사실	#N/A
한국시티     은행	공소시효	#N/A
하나은행	공소장	#N/A
농협은행/수협은행	공수비행	#N/A
외환은행	공시	#N/A
기타은행	공시가격	#N/A
연월중	공시송달	#N/A
합계	공시지가	13350
국민주택기금	공식	#N/A
국민은행	공실	#N/A
우리은행	공안	#N/A
신한은행	공압실린더	#N/A
한국시티은행	공약	#N/A
하나은행	공업	#N/A
농협은행/수협은행	공업용	#N/A
외환은행	공업용수도	#N/A
기타은행	공업용수도사업	#N/A
연월중	공업용수도사업자	#N/A
합계Total	공업지역	#N/A
Individual	공여	#N/A
Housing builder	공여구역	#N/A
구입  Purchase	공여해제반환재산	#N/A
전세  Lease	공역	#N/A
중도금 Partial payment for the apartment purchased	공연	#N/A
임대보증금반환  Guarantee rental refund	공연권	#N/A
개량  Renovation	공연자	#N/A
소계  Sub-total	공연장	#N/A
세대수(호)	공연점유	#N/A
금액	공영	2498
연월말	공영차고지	#N/A
합계Total	공예	#N/A
Individual	공예품	#N/A
Housing builder	공용	#N/A
구입  Purchase	공용개시	#N/A
전세  Lease	공용물	#N/A
중도금 Partial payment for the apartment purchased	공용부담	#N/A
임대보증금반환  Guarantee rental refund	공용부분	#N/A
개량  Renovation	공용송장	#N/A
소계  Sub-total	공용수용	#N/A
세대수(호)	공용화기	#N/A
금액	공용환권	2498
연월말	공용환지	#N/A
기본재산	공원	2637
보증승낙	공원계획	#N/A
보증해지	공원구역	#N/A
보증잔액	공원기본계획	#N/A
Capital funds	공원녹지	#N/A
세대수(호)	공원보호구역	#N/A
금액	공원사업	2498
연월중	공원시설	#N/A
전국	공유	10168
서울	공유	6181
부산	공유기	5237
대구	공유림	3324
인천	공유물	9359
광주	공유물분할	1936
대전	공유수면	3443
울산	공유자	8590
세종	공유재산	#N/A
경기	공유지	906
강원	공유토지	498
충북	공익	12178
충남	공익권	12173
전북	공익근무요원	10284
전남	공익법무관	10195
경북	공익법인	971
경남	공익사업	943
제주	공익사업시행지구	10723
기타	공익서비스	2754
연월중	공익채권	#N/A
연월말	공인	#N/A
합계	공인노무사	13350
순증	공인인증기관	7131
금융기관별   Lenders	공인인증서	#N/A
금리유형별2)  Type of interest rate	공인인증업무	#N/A
자금용도별  Loan Purpose	공인전자문서보관소	#N/A
연월말	공인전자서명	#N/A
연월중	공인중개사	#N/A
합계	공인회계사	13350
국민은행	공작기계	#N/A
기업은행	공작물	#N/A
농협은행	공장	#N/A
신한은행	공장도가격	#N/A
우리은행	공장설립	#N/A
하나은행	공장신설	#N/A
광주은행	공장인도조건	#N/A
대구은행	공장재단	#N/A
부산은행	공장저당	#N/A
전북은행	공장증설	#N/A
경남은행	공적	#N/A
외환은행	공적개발원조	#N/A
기타2)	공적부조	#N/A
연월중	공적운임	#N/A
합계	공적자금	13350
국민은행	공전법규안	#N/A
기업은행	공정	#N/A
농협은행	공정	#N/A
신한은행	공정거래위원회	#N/A
우리은행	공정규격	#N/A
하나은행	공정금리	#N/A
광주은행	공정증서	#N/A
대구은행	공제	#N/A
부산은행	공제가격	#N/A
전북은행	공제금액	#N/A
경남은행	공제법	#N/A
외환은행	공조	#N/A
기타2)	공조범죄	#N/A
연월말	공조조약	#N/A
보증공급	공중	#N/A
보증해지	공중보건업무	#N/A
보증잔액	공중보건의사	#N/A
연월중	공중선	#N/A
합계	공중선계	13350
정액형1)	공중선이득	#N/A
증가형2)	공중선전력	#N/A
감소형3)	공중위생	#N/A
