필드명	행정표준용어	매칭결과
15시~16시 승하차 인원수	건설위탁	#N/A
16시~17시 승하차 인원수	건설이자	#N/A
17시~18시 승하차 인원수	건설임대주택	#N/A
18시~19시 승하차 인원수	건설폐기물	#N/A
19시~20시 승하차 인원수	건설폐기물처리시설	#N/A
20시~21시 승하차 인원수	건설폐기물처리업	#N/A
(NULL)	건수	#N/A
1분기~4분기	건식	#N/A
"A=업황
B=매출액
C=수익성
D=인력사정"	건의	#N/A
(NULL)	건의성민원	#N/A
결과코드	건의안	#N/A
결과메시지	건전	#N/A
한 페이지 결과 수	건전성	#N/A
페이지 번호	건전지	#N/A
전체 결과 수	건제	#N/A
현황/전망 구분코드	건조	#N/A
유원시설업	건조물	#N/A
카지노업	건조자	#N/A
호텔업	건축	#N/A
호텔업_1,2,3급 호텔	건축물	#N/A
호텔업_특급호텔	건축사	#N/A
"A=업황
B=매출액
C=수익성
D=인력사정"	건축주	#N/A
A=업황	건평	#N/A
국제회의업	건폐	#N/A
휴양업	건폐율	#N/A
현황/전망 구분	검거	#N/A
전체	검댕	#N/A
여행업	검량사	#N/A
여행업_일반여행업	검문	#N/A
여행업_국내여행업	검문소	#N/A
여행업_국외여행업	검사	#N/A
1분기~4분기	검사	#N/A
1분기~4분기	검사관	#N/A
"I=국내
O=해외"	검사기준일	#N/A
소득수준_400만원 이상	검사대	#N/A
소득수준_200~400만원 미만	검사대상자	#N/A
직업_블루칼라	검사방법	#N/A
직업_전업주부	검사소	#N/A
직업_자영업	검사수수료	#N/A
직업_학생	검사인	#N/A
직업_무직/기타	검사입회	#N/A
직업_화이트칼라	검사자	#N/A
결혼형태_기혼	검사주무	#N/A
결혼형태_미혼	검사증	#N/A
성별_여자	검사지정관	#N/A
성별_남자	검사직원	#N/A
국내/해외 구분	검사필	#N/A
전체	검색	#N/A
전체(국내+해외)	검색기법	#N/A
1분기~4분기	검색어	#N/A
결과코드	검수	#N/A
결과메시지	검수사	#N/A
한 페이지 결과 수	검수업	#N/A
페이지 번호	검시	#N/A
전체 결과 수	검안	#N/A
지역규모_중소도시	검역	#N/A
지역규모_읍/면	검역대상물품	#N/A
학력_초졸	검역소	#N/A
학력_고졸	검역시행장	#N/A
학력_대재	검역안내	#N/A
학력_중졸	검역원	#N/A
학력_대졸	검역증	#N/A
소득수준_200만원 미만	검역필	#N/A
(NULL)	검역항	#N/A
(NULL)	검열	#N/A
(NULL)	검인	#N/A
(NULL)	검정	#N/A
(NULL)	검정검량	#N/A
(NULL)	검정고시	#N/A
(NULL)	검정도서	#N/A
현재페이지번호 기본 1	검정인	#N/A
한페이지에 보여줄 목록의 개수    기본 10	검조소	#N/A
종목코드	검증	#N/A
문화재지정번호	검증자	#N/A
소재지코드	검진	#N/A
조회 데이터의 총건수	검찰	#N/A
현재페이지번호 기본 1	검찰공무원	#N/A
한페이지에 보여줄 목록의 개수 기본 10	검찰청	#N/A
항목 목록정보	검출	#N/A
문화재 명칭	검측감리	#N/A
문화재 명칭 ( 한자 )	검침	#N/A
문화재 지정번호	검토	#N/A
문화재지정번호명	검토자	#N/A
소재지코드	게시	#N/A
소재지명칭	게시글	#N/A
이미지경로	게시물	#N/A
썸네일이미지경로	게시시설	#N/A
종목코드	게시자	#N/A
종목명칭	게시판	#N/A
문화재 종목 코드	게양	#N/A
항목명 검색	게이트볼	#N/A
문화재지정번호	게이트웨이	#N/A
문화재지정번호명	게이트키퍼	#N/A
내용 검색	게임	#N/A
소재지코드	게임물	#N/A
x좌표값시작	게임제공업	#N/A
x좌표값마지막	게재	#N/A
y좌표값시작	겨울	#N/A
y좌표값마지막	격납고	#N/A
시대코드	격려	#N/A
현재페이지번호 기본 1	격리	#N/A
한페이지에 보여줄 목록의 개수         기본 10	격리재배	#N/A
조회 데이터의 총건수	격벽	#N/A
현재페이지	격월	#N/A
페이지당갯수	격차	#N/A
목록정보	견련	#N/A
문화재 명칭	견본검사	#N/A
문화재 몇칭(한자)	견본품	#N/A
문화재지정번호	견습	#N/A
문화재지정번호명	견인	#N/A
소재지코드	견적	#N/A
소재지명칭	견적가격	#N/A
종목코드	견적서	#N/A
종목명칭	견적송장	#N/A
리스트이미지경로	견책	#N/A
x좌표값	견품반출	#N/A
Y 좌표값	견학	#N/A
종목코드	결격사유	#N/A
문화재지정번호	결과	#N/A
소재지코드	결근	#N/A
종목명칭	결론	#N/A
리스트이미지경로	결말판결	#N/A
소재지 시군구코드	결박	#N/A
소재지 시군구 명칭	결번	#N/A
x좌표값	결부	#N/A
Y좌표값	결산	#N/A
조회 데이터의 총건수	결산금액	#N/A
항목 목록정보	결산기	#N/A
문화재설명	결산보고서	#N/A
문화재 명칭	결석	#N/A
문화재 명칭 ( 한자 )	결석판결	#N/A
문화재 지정번호	결선투표	#N/A
문화재지정번호명	결성	#N/A
소재지코드	결손	#N/A
소재지명칭	결손금	#N/A
대표이미지경로	결손처분	#N/A
이미지여부	결약서	#N/A
종목코드	결여	#N/A
(NULL)	결연	#N/A
한 페이지 결과 수	결원	#N/A
페이지 번호	결의	#N/A
프로젝트 번호	결의서	#N/A
결과코드	결재	#N/A
결과메시지	결재권자	#N/A
한 페이지 결과 수	결재자	#N/A
페이지 번호	결정	#N/A
전체 결과 수	결정규범	#N/A
전체기관명	결정례	#N/A
최하위기관명	결정서	#N/A
대표전화번호	결정요소	#N/A
새우편번호	결제	#N/A
도로명주소	결제가격	#N/A
사업종료일	결제수량	#N/A
홈페이지모집시작일	결제수수료	#N/A
홈페이지모집종료일	결제은행	#N/A
홈페이지공고시작일	결제일	#N/A
홈페이지공고종료일	결제자	#N/A
한 페이지 결과 수	결제조건	#N/A
페이지 번호	결제통화	#N/A
"사업년도
(당년도만 검색)"	결집	#N/A
시도	결탁소송	#N/A
시군구	결함	#N/A
수행기관	결합	#N/A
사업유형대분류	결합범	#N/A
사업제목	결합용기	#N/A
사업시작일	결핵	#N/A
사업종료일	결핵관리업무	#N/A
사업시작일	결혼	#N/A
사업제목	결혼기념	#N/A
결과코드	겸보	#N/A
결과메시지	겸업	#N/A
한 페이지 결과 수	겸영	#N/A
페이지 번호	겸용	#N/A
전체 결과 수	겸용선	#N/A
사업번호	겸임	#N/A
홈페이지모집인원	겸직	#N/A
홈페이지공고종료일	경간	#N/A
홈페이지공고시작일	경감	#N/A
한 페이지 결과 수	경계	#N/A
페이지 번호	경계소송	#N/A
사업번호	경고	#N/A
결과코드	경과	#N/A
결과메시지	경과규정	#N/A
사업번호	경과이자	#N/A
홈페이지공고내용	경과조치	#N/A
(NULL)	경관	#N/A
(NULL)	경기	#N/A
(NULL)	경기경력	#N/A
(NULL)	경기단체	#N/A
(NULL)	경기도	#N/A
(NULL)	경기도가평군	#N/A
(NULL)	경기도고양시	#N/A
(NULL)	경기도과천시	#N/A
(NULL)	경기도광명시	#N/A
(NULL)	경기도광주시	#N/A
(NULL)	경기도구리시	#N/A
(NULL)	경기도군포시	#N/A
(NULL)	경기도김포시	#N/A
(NULL)	경기도남양주시	#N/A
(NULL)	경기도동두천시	#N/A
(NULL)	경기도부천시	#N/A
(NULL)	경기도성남시	#N/A
(NULL)	경기도수원시	#N/A
(NULL)	경기도시흥시	#N/A
(NULL)	경기도안산시	#N/A
(NULL)	경기도안성시	#N/A
(NULL)	경기도안양시	#N/A
(NULL)	경기도양주시	#N/A
(NULL)	경기도양평군	#N/A
(NULL)	경기도여주군	#N/A
(NULL)	경기도연천군	#N/A
(NULL)	경기도오산시	#N/A
(NULL)	경기도용인시	#N/A
(NULL)	경기도의왕시	#N/A
(NULL)	경기도의정부시	#N/A
(NULL)	경기도이천시	#N/A
(NULL)	경기도파주시	#N/A
N/A	경기도평택시	#N/A
시/도명	경기도포천시	#N/A
"시/도구분코드
6420000  : 강원도
6410000  : 경기도
6290000, 6460000 : 광주광역시,전라남도
6470000, 6270000 : 대구광역시,경상북도
6480000,6260000,6310000 :
부산광역시,울산광역시,경상
남도
6450000  : 전라북도
6490000  : 제주도
6440000  : 충청남도
6430000  : 충청북도"	경기도하남시	#N/A
"시/도구분코드
6420000  : 강원도
6410000  : 경기도
6290000, 6460000 : 광주광역시,전라남도
6470000, 6270000 : 대구광역시,경상북도
6480000,6260000,6310000 :부산광역시,울산광역시,경상남도
6450000  : 전라북도
6490000  : 제주도
6440000  : 충청남도
6430000  : 충청북도
※다중값 입력시 (,) 로 구분한다.
ex)searchSidoCode=6290000, 6460"	경기도화성시	#N/A
마을이 속한          시/도명	경기장	#N/A
"시/도코드
6420000 : 강원도
6410000 : 경기도
6290000 : 광주광역시
6460000 : 전라남도
6470000 : 대구광역시
6270000 : 경상북도
6480000 : 부산광역시
6260000 : 울산광역시
6310000 : 경상남도
6450000 : 전라북도
6490000 : 제주도
6440000 : 충청남도
6430000 : 충청북도"	경기지도경력	#N/A
구/군명	경남	#N/A
"구/군코드
4160000 : 가평군
4200000 : 강릉시
3360000 : 강서구
4920000 : 강진군
5370000 : 거제시
5470000 : 거창군
5130000 : 경산시
5050000 : 경주시
5550000 : 계룡시
5200000 : 고령군
4340000 : 고성군
5420000 : 고성군
4780000 : 고창군
4880000 : 고흥군
4860000 : 곡성군
4500000 : 공주시
3630000 : 광산구
4840000 : 광"	경내지	#N/A
마을명	경대	#N/A
"마을코드

33GR2023 : 강릉 대기리마을 33GR0001 : 강릉 모래내한과마을 33GR1015 : 강릉 복사꽃마을
33GR3035 : 강릉 학마을 33GR3037 : 강릉 한울타리마을 33GR3036 : 강릉 해살이마을
33GS2036 : 고성 동트는진등마을 33GS1020 : 고성 진부령흘리마을 33GS0005 : 고성 화진포마을
33DH0038 : 동해 심곡약천마을 33DH0037 : 동해 청정신흥마을 33SC0013 : 삼척 가시오가피마을"	경도	#N/A
마을에서운영하는홈페이지 URL	경량	#N/A
마을구분코드	경력	#N/A
마을에서 생산하는 특산물	경력관리	#N/A
마을에서 생산하는 특산물	경력사칭	#N/A
마을에서 생산하는 특산물	경력자	#N/A
마을에서 생산하는 특산물	경력자료	#N/A
마을에서 생산하는 특산물	경력직공무원	#N/A
마을에서 생산하는 특산물	경력평정	#N/A
마을에서 생산하는 특산물	경로	#N/A
마을에서 생산하는 특산물	경륜	#N/A
마을에서 생산하는 특산물	경리	#N/A
마을에서 생산하는 특산물	경리관	#N/A
마을에서 운영하는 체험 프로그램명	경마	#N/A
체험프로그램명	경마장	#N/A
체험프로그램명	경매	#N/A
체험프로그램명	경매개시결정	#N/A
체험프로그램명	경매보증금	#N/A
체험프로그램명	경매청약	#N/A
체험프로그램명	경무	#N/A
체험프로그램명	경미	#N/A
체험프로그램명	경범죄	#N/A
체험프로그램명	경범죄처벌법	#N/A
체험프로그램명	경보	#N/A
체험프로그램명	경보기	#N/A
정보화센터담당자	경북	#N/A
정보화센터우편번호	경비	#N/A
정보화센터우편번호	경비	#N/A
정보화센터주소	경비업	#N/A
정보화센터상세주소	경비원	#N/A
정보화센터연락처	경비지도사	#N/A
정보화센터연락처	경사	#N/A
마을코드	경사관세	#N/A
마을명	경사궤도	#N/A
마을홈페이지URL	경사도	#N/A
마을에 있는 공공이용시설	경사지	#N/A
마을주변명소	경사터널	#N/A
마을에서 생산하는 특산물	경상	#N/A
마을에서 생산하는 특산물	경상경비	#N/A
(NULL)	경상남도	#N/A
(NULL)	경상남도거제시	#N/A
(NULL)	경상남도거창군	#N/A
(NULL)	경상남도고성군	#N/A
(NULL)	경상남도김해시	#N/A
(NULL)	경상남도남해군	#N/A
(NULL)	경상남도마산시	#N/A
"영상구분
CMB-합성영상(baseline)
CMC-합성영상(maximum)
CMI-합성영상(CAPPI)"	경상남도밀양시	#N/A
년월일(YYYYMMDD)	경상남도사천시	#N/A
서비스 인증	경상남도산청군	#N/A
결과코드	경상남도양산시	#N/A
결과메시지	경상남도의령군	#N/A
전체 결과 수	경상남도진주시	#N/A
레이더 합성영상 이미지 파일명 배열	경상남도진해시	#N/A
"디렉토리구분
KWK(관악산)
BRI(백령도)
GNG(강릉)
KSN(오성산)
GSN(고산)
IIA(영종도)
JNI(진도)
GDK(광덕산)
MYN(면봉산)
PSN(구덕산)
SSP(성산)"	경상남도창녕군	#N/A
년월일(YYYYMMDD)	경상남도창원시	#N/A
서비스 인증	경상남도통영시	#N/A
결과코드	경상남도하동군	#N/A
결과메시지	경상남도함안군	#N/A
전체 결과 수	경상남도함양군	#N/A
레이더 개별영상이미지 파일명 배열	경상남도합천군	#N/A
서비스 인증	경상북도	#N/A
‘15년 12월 1일 발표	경상북도경산시	#N/A
06시 발표(정시단위) -매시각 40분 이후 호출	경상북도경주시	#N/A
예보지점의 X 좌표값	경상북도고령군	#N/A
예보지점의 Y 좌표값	경상북도구미시	#N/A
한 페이지 결과 수	경상북도군위군	#N/A
페이지 번호	경상북도김천시	#N/A
xml(기본값), json	경상북도문경시	#N/A
서비스 인증	경상북도봉화군	#N/A
‘15년 12월 1일 발표	경상북도상주시	#N/A
06시30분 발표(30분 단위) - 매시각 45분 이후 호출	경상북도성주군	#N/A
예보지점 X 좌표값	경상북도안동시	#N/A
예보지점 Y 좌표값	경상북도영덕군	#N/A
한 페이지 결과 수	경상북도영양군	#N/A
페이지 번호	경상북도영주시	#N/A
xml(기본값), json	경상북도영천시	#N/A
서비스 인증	경상북도예천군	#N/A
‘15년 12월 1일발표	경상북도울릉군	#N/A
05시 발표 * 하단 참고자료 참조	경상북도울진군	#N/A
예보지점의 X 좌표값	경상북도의성군	#N/A
예보지점의 Y 좌표값	경상북도청도군	#N/A
한 페이지 결과 수	경상북도청송군	#N/A
페이지 번호	경상북도칠곡군	#N/A
xml(기본값), json	경상북도포항시	#N/A
서비스 인증	경상비	#N/A
파일구분 -ODAM: 동네예보실황 -VSRT: 동네예보초단기 -SHRT: 동네예보단기	경상이익	#N/A
각각의 base_time 로 검색 참고자료 참조	경상자	#N/A
결과코드	경선	#N/A
결과메시지	경선기간	#N/A
한 페이지 결과 수	경선선거인	#N/A
페이지 번호	경선일	#N/A
전체 결과 수	경수로	#N/A
번호	경신	#N/A
제목	경연대회	#N/A
번호	경영	#N/A
결과코드	경영관리	#N/A
결과메시지	경영방침	#N/A
내용	경영위임	#N/A
번호	경영이양	#N/A
제목	경영자	#N/A
번호	경영지도	#N/A
결과코드	경우	#N/A
결과메시지	경운기	#N/A
번호	경위	#N/A
여행코그명	경유	#N/A
경도 범위검색 중 하한	경유지	#N/A
위도 범위검색 중 하한	경의선	#N/A
경도 범위검색 중 상한	경작	#N/A
위도 범위검색 중 상한	경작지	#N/A
(NULL)	경쟁	#N/A
(NULL)	경쟁력	#N/A
(NULL)	경쟁매매	#N/A
Optional 필드	경쟁사	#N/A
Optional 필드	경쟁율	#N/A
(NULL)	경쟁제한행위	#N/A
(NULL)	경적	#N/A
경도 범위검색 중 상한	경전철	#N/A
위도 범위검색 중 상한	경정	#N/A
(NULL)	경정결정	#N/A
(NULL)	경정등기	#N/A
List형	경정처분	#N/A
(NULL)	경정청구	#N/A
(NULL)	경정통지서	#N/A
(NULL)	경제	#N/A
(NULL)	경제사범	#N/A
(NULL)	경제성	#N/A
경도	경제수역	#N/A
위도	경제자유구역	#N/A
(NULL)	경제자유구역개발계획	#N/A
(NULL)	경제적기본권	#N/A
(NULL)	경제특구	#N/A
경도 범위검색 중 하한	경제협력개발기구	#N/A
위도 범위검색 중 하한	경조	#N/A
(NULL)	경종	#N/A
Optional 필드	경주마	#N/A
Optional 필드	경지	#N/A
(NULL)	경진대회	#N/A
(NULL)	경질	#N/A
경도 범위검색 중 하한	경징계	#N/A
위도 범위검색 중 하한	경차	#N/A
경도 범위검색 중 상한	경찰	#N/A
위도 범위검색 중 상한	경찰강제	#N/A
(NULL)	경찰기관	#N/A
(NULL)	경찰긴급권	#N/A
(NULL)	경찰복	#N/A
(NULL)	경찰서	#N/A
(NULL)	경찰청	#N/A
경도 범위검색 중 하한	경축	#N/A
위도 범위검색 중 하한	경품	#N/A
경도 범위검색 중 상한	경합	#N/A
위도 범위검색 중 상한	경향	#N/A
(NULL)	경험	#N/A
(NULL)	경협	#N/A
List형	경호	#N/A
(NULL)	경호구역	#N/A
(NULL)	계	#N/A
(NULL)	계고	#N/A
(NULL)	계급	#N/A
(NULL)	계단	#N/A
경도	계란집하업	#N/A
위도	계량	#N/A
(NULL)	계량기	#N/A
Optional 필드	계량기준	#N/A
Optional 필드	계량단위	#N/A
(NULL)	계류	#N/A
(NULL)	계리	#N/A
경도 범위검색 중 하한	계명	#N/A
위도 범위검색 중 하한	계몽	#N/A
경도 범위검색 중 상한	계발	#N/A
위도 범위검색 중 상한	계보	#N/A
(NULL)	계산	#N/A
(NULL)	계산가격	#N/A
(NULL)	계산서	#N/A
경도	계선	#N/A
위도	계속	#N/A
(NULL)	계속거래	#N/A
(NULL)	계속보험	#N/A
(NULL)	계속비대형공사	#N/A
경도 범위검색 중 하한	계속지역권	#N/A
위도 범위검색 중 하한	계수	#N/A
경도 범위검색 중 상한	계수기	#N/A
위도 범위검색 중 상한	계승	#N/A
(NULL)	계시	#N/A
(NULL)	계약	#N/A
List형	계약금	#N/A
(NULL)	계약금액	#N/A
(NULL)	계약기간	#N/A
(NULL)	계약담당공무원	#N/A
(NULL)	계약대금	#N/A
(NULL)	계약보증금	#N/A
Optional 필드	계약서	#N/A
Optional 필드	계약수량	#N/A
(NULL)	계약위반	#N/A
(NULL)	계약이행보증	#N/A
경도 범위검색 중 하한	계약자	#N/A
위도 범위검색 중 하한	계약전력	#N/A
경도 범위검색 중 상한	계약직	#N/A
위도 범위검색 중 상한	계엄	#N/A
(NULL)	계열	#N/A
(NULL)	계열	#N/A
(NULL)	계열기업	#N/A
(NULL)	계열사	#N/A
(NULL)	계열화	#N/A
경도 범위검색 중 하한	계열회사	#N/A
위도 범위검색 중 하한	계장	#N/A
경도 범위검색 중 상한	계전기	#N/A
위도 범위검색 중 상한	계절	#N/A
(NULL)	계절관세	#N/A
(NULL)	계정	#N/A
List형	계정과목	#N/A
(NULL)	계정항목	#N/A
(NULL)	계좌	#N/A
(NULL)	계좌번호	#N/A
(NULL)	계좌주	#N/A
(NULL)	계측기	#N/A
경도	계층	#N/A
위도	계층분석의사결정	#N/A
(NULL)	계호	#N/A
Optional 필드	계획	#N/A
Optional 필드	계획교통량	#N/A
(NULL)	계획서	#N/A
(NULL)	고	#N/A
경도 범위검색 중 하한	고가	#N/A
위도 범위검색 중 하한	고가품	#N/A
경도 범위검색 중 상한	고갈	#N/A
위도 범위검색 중 상한	고객	#N/A
(NULL)	고객관계관리	#N/A
(NULL)	고객니즈전략	#N/A
(NULL)	고객등급	#N/A
(NULL)	고객만족경영	#N/A
(NULL)	고객만족도조사	#N/A
경도 범위검색 중 하한	고객민원	#N/A
위도 범위검색 중 하한	고객분석	#N/A
경도 범위검색 중 상한	고객불만	#N/A
위도 범위검색 중 상한	고객사	#N/A
(NULL)	고객수	#N/A
(NULL)	고객정보	#N/A
List형	고객지주제	#N/A
(NULL)	고고학	#N/A
(NULL)	고공품	#N/A
(NULL)	고과	#N/A
(NULL)	고교	#N/A
(NULL)	고교평준화	#N/A
경도	고궁	#N/A
위도	고급	#N/A
(NULL)	고기후	#N/A
Optional 필드	고냉지	#N/A
Optional 필드	고냉지대	#N/A
(NULL)	고대사	#N/A
(NULL)	고도	#N/A
(NULL)	고도보존사업	#N/A
(NULL)	고도화	#N/A
(NULL)	고등교육	#N/A
(NULL)	고등교육기관	#N/A
(NULL)	고등법원	#N/A
(NULL)	고등학교	#N/A
(NULL)	고등학생	#N/A
(NULL)	고래	#N/A
(NULL)	고랭지	#N/A
(NULL)	고려	#N/A
(NULL)	고려기간	#N/A
(NULL)	고령	#N/A
(NULL)	고령사회	#N/A
(NULL)	고령자	#N/A
경도	고령화	#N/A
위도	고령화사회	#N/A
(NULL)	고리금지법	#N/A
(NULL)	고리대	#N/A
(NULL)	고무	#N/A
List형	고박장치	#N/A
(NULL)	고발	#N/A
(NULL)	고부가가치	#N/A
(NULL)	고분자	#N/A
(NULL)	고분자재료	#N/A
(NULL)	고분자화합물	#N/A
(NULL)	고사	#N/A
노선 아이디	고산	#N/A
