필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
소득수준_400만원 이상,13,1,Yes,1
소득수준_200~400만원 미만,17,1,Yes,2
직업_블루칼라,7,0,Yes,1
직업_전업주부,7,0,Yes,1
직업_자영업,6,0,Yes,1
직업_학생,5,0,Yes,1
직업_무직/기타,8,0,Yes,2
직업_화이트칼라,8,0,Yes,1
결혼형태_기혼,7,0,Yes,1
결혼형태_미혼,7,0,Yes,1
성별_여자,5,0,Yes,1
성별_남자,5,0,Yes,1
국내/해외 구분,8,1,Yes,1
전체,2,0,No,0
전체(국내+해외),9,0,Yes,3
1분기~4분기,7,0,Yes,1
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
전체 결과 수,7,2,No,0
지역규모_중소도시,9,0,Yes,1
지역규모_읍/면,8,0,Yes,2
학력_초졸,5,0,Yes,1
학력_고졸,5,0,Yes,1
학력_대재,5,0,Yes,1
학력_중졸,5,0,Yes,1
학력_대졸,5,0,Yes,1
소득수준_200만원 미만,13,1,Yes,1
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
현재페이지번호 기본 1,12,2,No,0
한페이지에 보여줄 목록의 개수    기본 10,25,8,No,0
종목코드,4,0,No,0
문화재지정번호,7,0,No,0
소재지코드,5,0,No,0
조회 데이터의 총건수,11,2,No,0
현재페이지번호 기본 1,12,2,No,0
한페이지에 보여줄 목록의 개수 기본 10,22,5,No,0
항목 목록정보,7,1,No,0
문화재 명칭,6,1,No,0
문화재 명칭 ( 한자 ),13,4,Yes,2
문화재 지정번호,8,1,No,0
문화재지정번호명,8,0,No,0
소재지코드,5,0,No,0
소재지명칭,5,0,No,0
이미지경로,5,0,No,0
썸네일이미지경로,8,0,No,0
종목코드,4,0,No,0
종목명칭,4,0,No,0
문화재 종목 코드,9,2,No,0
항목명 검색,6,1,No,0
문화재지정번호,7,0,No,0
문화재지정번호명,8,0,No,0
내용 검색,5,1,No,0
소재지코드,5,0,No,0
x좌표값시작,6,0,No,0
x좌표값마지막,7,0,No,0
y좌표값시작,6,0,No,0
y좌표값마지막,7,0,No,0
시대코드,4,0,No,0
현재페이지번호 기본 1,12,2,No,0
한페이지에 보여줄 목록의 개수         기본 10,30,13,No,0
조회 데이터의 총건수,11,2,No,0
현재페이지,5,0,No,0
페이지당갯수,6,0,No,0
목록정보,4,0,No,0
문화재 명칭,6,1,No,0
문화재 몇칭(한자),10,1,Yes,2
문화재지정번호,7,0,No,0
문화재지정번호명,8,0,No,0
소재지코드,5,0,No,0
소재지명칭,5,0,No,0
종목코드,4,0,No,0
종목명칭,4,0,No,0
리스트이미지경로,8,0,No,0
x좌표값,4,0,No,0
Y 좌표값,5,1,No,0
종목코드,4,0,No,0
문화재지정번호,7,0,No,0
소재지코드,5,0,No,0
종목명칭,4,0,No,0
리스트이미지경로,8,0,No,0
소재지 시군구코드,9,1,No,0
소재지 시군구 명칭,10,2,No,0
x좌표값,4,0,No,0
Y좌표값,4,0,No,0
조회 데이터의 총건수,11,2,No,0
항목 목록정보,7,1,No,0
문화재설명,5,0,No,0
문화재 명칭,6,1,No,0
문화재 명칭 ( 한자 ),13,4,Yes,2
문화재 지정번호,8,1,No,0
문화재지정번호명,8,0,No,0
소재지코드,5,0,No,0
소재지명칭,5,0,No,0
대표이미지경로,7,0,No,0
이미지여부,5,0,No,0
종목코드,4,0,No,0
(NULL),6,0,Yes,2
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
프로젝트 번호,7,1,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
전체 결과 수,7,2,No,0
전체기관명,5,0,No,0
최하위기관명,6,0,No,0
대표전화번호,6,0,No,0
새우편번호,5,0,No,0
도로명주소,5,0,No,0
사업종료일,5,0,No,0
홈페이지모집시작일,9,0,No,0
홈페이지모집종료일,9,0,No,0
홈페이지공고시작일,9,0,No,0
홈페이지공고종료일,9,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
"사업년도
(당년도만 검색)",13,1,Yes,2
시도,2,0,No,0
시군구,3,0,No,0
수행기관,4,0,No,0
사업유형대분류,7,0,No,0
사업제목,4,0,No,0
사업시작일,5,0,No,0
사업종료일,5,0,No,0
사업시작일,5,0,No,0
사업제목,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
전체 결과 수,7,2,No,0
사업번호,4,0,No,0
홈페이지모집인원,8,0,No,0
홈페이지공고종료일,9,0,No,0
홈페이지공고시작일,9,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
사업번호,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
사업번호,4,0,No,0
홈페이지공고내용,8,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
N/A,3,0,Yes,1
시/도명,4,0,Yes,1
"시/도구분코드
6420000  : 강원도
6410000  : 경기도
6290000, 6460000 : 광주광역시,전라남도
6470000, 6270000 : 대구광역시,경상북도
6480000,6260000,6310000 :
부산광역시,울산광역시,경상
남도
6450000  : 전라북도
6490000  : 제주도
6440000  : 충청남도
6430000  : 충청북도",193,25,Yes, 6460000 : 광주광역시
"시/도구분코드
6420000  : 강원도
6410000  : 경기도
6290000, 6460000 : 광주광역시,전라남도
6470000, 6270000 : 대구광역시,경상북도
6480000,6260000,6310000 :부산광역시,울산광역시,경상남도
6450000  : 전라북도
6490000  : 제주도
6440000  : 충청남도
6430000  : 충청북도
※다중값 입력시 (,) 로 구분한다.
ex)searchSidoCode=6290000, 6460",244,30,Yes, 6460000 : 광주광역시
마을이 속한          시/도명,20,11,Yes,1
"시/도코드
6420000 : 강원도
6410000 : 경기도
6290000 : 광주광역시
6460000 : 전라남도
6470000 : 대구광역시
6270000 : 경상북도
6480000 : 부산광역시
6260000 : 울산광역시
6310000 : 경상남도
6450000 : 전라북도
6490000 : 제주도
6440000 : 충청남도
6430000 : 충청북도",188,26,Yes,14
구/군명,4,0,Yes,1
"구/군코드
4160000 : 가평군
4200000 : 강릉시
3360000 : 강서구
4920000 : 강진군
5370000 : 거제시
5470000 : 거창군
5130000 : 경산시
5050000 : 경주시
5550000 : 계룡시
5200000 : 고령군
4340000 : 고성군
5420000 : 고성군
4780000 : 고창군
4880000 : 고흥군
4860000 : 곡성군
4500000 : 공주시
3630000 : 광산구
4840000 : 광",237,36,Yes,19
마을명,3,0,No,0
"마을코드

33GR2023 : 강릉 대기리마을 33GR0001 : 강릉 모래내한과마을 33GR1015 : 강릉 복사꽃마을
33GR3035 : 강릉 학마을 33GR3037 : 강릉 한울타리마을 33GR3036 : 강릉 해살이마을
33GS2036 : 고성 동트는진등마을 33GS1020 : 고성 진부령흘리마을 33GS0005 : 고성 화진포마을
33DH0038 : 동해 심곡약천마을 33DH0037 : 동해 청정신흥마을 33SC0013 : 삼척 가시오가피마을",249,44,Yes,12
마을에서운영하는홈페이지 URL,16,1,No,0
마을구분코드,6,0,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 운영하는 체험 프로그램명,18,3,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
체험프로그램명,7,0,No,0
정보화센터담당자,8,0,No,0
정보화센터우편번호,9,0,No,0
정보화센터우편번호,9,0,No,0
정보화센터주소,7,0,No,0
정보화센터상세주소,9,0,No,0
정보화센터연락처,8,0,No,0
정보화센터연락처,8,0,No,0
마을코드,4,0,No,0
마을명,3,0,No,0
마을홈페이지URL,9,0,No,0
마을에 있는 공공이용시설,13,2,No,0
마을주변명소,6,0,No,0
마을에서 생산하는 특산물,13,2,No,0
마을에서 생산하는 특산물,13,2,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
"영상구분
CMB-합성영상(baseline)
CMC-합성영상(maximum)
CMI-합성영상(CAPPI)",54,0,Yes,9
년월일(YYYYMMDD),13,0,Yes,2
서비스 인증,6,1,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
전체 결과 수,7,2,No,0
레이더 합성영상 이미지 파일명 배열,19,4,No,0
"디렉토리구분
KWK(관악산)
BRI(백령도)
GNG(강릉)
KSN(오성산)
GSN(고산)
IIA(영종도)
JNI(진도)
GDK(광덕산)
MYN(면봉산)
PSN(구덕산)
SSP(성산)",90,0,Yes,22
년월일(YYYYMMDD),13,0,Yes,2
서비스 인증,6,1,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
전체 결과 수,7,2,No,0
레이더 개별영상이미지 파일명 배열,18,3,No,0
서비스 인증,6,1,No,0
‘15년 12월 1일 발표,14,3,Yes,1
06시 발표(정시단위) -매시각 40분 이후 호출,27,5,Yes,3
예보지점의 X 좌표값,11,2,No,0
예보지점의 Y 좌표값,11,2,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
"xml(기본값), json",16,1,Yes,5
서비스 인증,6,1,No,0
‘15년 12월 1일 발표,14,3,Yes,1
06시30분 발표(30분 단위) - 매시각 45분 이후 호출,33,7,Yes,3
예보지점 X 좌표값,10,2,No,0
예보지점 Y 좌표값,10,2,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
"xml(기본값), json",16,1,Yes,5
서비스 인증,6,1,No,0
‘15년 12월 1일발표,13,2,Yes,1
05시 발표 * 하단 참고자료 참조,19,5,Yes,1
예보지점의 X 좌표값,11,2,No,0
예보지점의 Y 좌표값,11,2,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
"xml(기본값), json",16,1,Yes,5
서비스 인증,6,1,No,0
파일구분 -ODAM: 동네예보실황 -VSRT: 동네예보초단기 -SHRT: 동네예보단기,47,6,Yes,6
각각의 base_time 로 검색 참고자료 참조,26,5,Yes,1
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
전체 결과 수,7,2,No,0
번호,2,0,No,0
제목,2,0,No,0
번호,2,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
내용,2,0,No,0
번호,2,0,No,0
제목,2,0,No,0
번호,2,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
번호,2,0,No,0
여행코그명,5,0,No,0
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
Optional 필드,11,1,No,0
Optional 필드,11,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도,2,0,No,0
위도,2,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
(NULL),6,0,Yes,2
Optional 필드,11,1,No,0
Optional 필드,11,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도,2,0,No,0
위도,2,0,No,0
(NULL),6,0,Yes,2
Optional 필드,11,1,No,0
Optional 필드,11,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도,2,0,No,0
위도,2,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
Optional 필드,11,1,No,0
Optional 필드,11,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도,2,0,No,0
위도,2,0,No,0
(NULL),6,0,Yes,2
Optional 필드,11,1,No,0
Optional 필드,11,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도 범위검색 중 하한,12,3,No,0
위도 범위검색 중 하한,12,3,No,0
경도 범위검색 중 상한,12,3,No,0
위도 범위검색 중 상한,12,3,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도,2,0,No,0
위도,2,0,No,0
(NULL),6,0,Yes,2
Optional 필드,11,1,No,0
Optional 필드,11,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
경도,2,0,No,0
위도,2,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
노선 아이디,6,1,No,0
노선-정류소의 출발정류소 아이디,17,2,Yes,1
노선-정류소의 도착정류소 아이디,17,2,Yes,1
환승 노선 아이디,9,2,No,0
환승노선-정류소의 출발 정류소 아이디,20,3,Yes,1
환승노선-정류소의 도착 정류소 아이디,20,3,Yes,1
(NULL),6,0,Yes,2
형상정보목록,6,0,No,0
"1: 노선
2: 환승 노선",13,3,Yes,2
형상 좌표 순서,8,2,No,0
정류소 X좌표,7,1,No,0
정류소 Y 좌표,8,2,No,0
출발지 정류소 X좌표(WGS84),18,2,Yes,2
출발지 정류소 Y좌표(WGS84),18,2,Yes,2
도착지 정류소 X좌표(WGS84),18,2,Yes,2
도착지 정류소 Y좌표(WGS84),18,2,Yes,2
노선유형 명,6,1,No,0
노선의 운행지역,8,1,No,0
노선의 관할지역,8,1,No,0
출발정류소아이디,8,0,No,0
출발정류소명칭,7,0,No,0
출발정류소 모바일 번호,12,2,No,0
노선-정류소의 출발정류소 순서,16,2,Yes,1
환승하차 정류소아이디,11,1,No,0
환승하차 정류소명칭,10,1,No,0
환승하차정류소 모바일 번호,14,2,No,0
노선-정류소의 환승승차 정류소 순서,19,3,Yes,1
환승승차 정류소아이디,11,1,No,0
환승승차 정류소명칭,10,1,No,0
환승승차정류소 모바일 번호,14,2,No,0
노선-정류소의 환승승차 정류소 순서,19,3,Yes,1
도착정류소아이디,8,0,No,0
도착정류소명칭,7,0,No,0
도착정류소 모바일 번호,12,2,No,0
노선-정류소의 도착정류소 순서,16,2,Yes,1
출발지점에서 출발정류소까지 거리,17,2,No,0
환승 승/하차 정류소간 이동 거리(m),21,4,Yes,3
도착정류소에서 도착지점까지 거리,17,2,No,0
분단위 평균 소요시간,11,2,No,0
(NULL),6,0,Yes,2
List형,5,0,No,0
0이면 단일노선 1이면 환승노선,17,3,No,0
노선아이디,5,0,No,0
노선번호,4,0,No,0
노선유형 코드,7,1,No,0
노선유형 명,6,1,No,0
노선의 운행지역,8,1,No,0
노선의 관할지역,8,1,No,0
환승노선아이디,7,0,No,0
환승노선번호,6,0,No,0
환승노선 유형 코드,10,2,No,0
노선 아이디,6,1,No,0
노선-정류소의 출발정류소 아이디,17,2,Yes,1
노선-정류소의 도착정류소 아이디,17,2,Yes,1
환승 노선 아이디,9,2,No,0
환승노선-정류소의 출발 정류소 아이디,20,3,Yes,1
환승노선-정류소의 도착 정류소 아이디,20,3,Yes,1
정류소 Y 좌표,8,2,No,0
(NULL),6,0,Yes,2
정류소목록,5,0,No,0
"1: 노선
2: 환승 노선",13,3,Yes,2
정류소아이디,6,0,No,0
노선경유정류소 순서,10,1,No,0
정류소 명칭,6,1,No,0
고유 5자리 모바일 번호,13,3,No,0
정류소가 위치하는 지역의 명칭,16,3,No,0
"노선의 관할지역 (서울,경기,인천)",21,2,Yes,6
"N 이면 일반
Y 이면 중앙차로",16,4,No,0
Y이면 회차점,7,1,No,0
정류소 X좌표,7,1,No,0
노선 아이디,6,1,No,0
노선-정류소의 출발정류소 아이디,17,2,Yes,1
노선-정류소의 도착정류소 아이디,17,2,Yes,1
환승 노선 아이디,9,2,No,0
환승노선-정류소의 출발 정류소 아이디,20,3,Yes,1
환승노선-정류소의 도착 정류소 아이디,20,3,Yes,1
(NULL),6,0,Yes,2
소통정보목록,6,0,No,0
순서,2,0,No,0
순서,2,0,No,0
구간 시작 정류소 ID,12,3,No,0
정류소 명칭,6,1,No,0
고유 5자리 모바일 번호,13,3,No,0
구간 종료 정류소 ID,12,3,No,0
정류소 명칭,6,1,No,0
고유 5자리 모바일 번호,13,3,No,0
평균 속도,5,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
"진행중=01
지난거=02",12,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
20010010~20010090,17,0,Yes,1
(NULL),6,0,Yes,2
30050001~30050006,17,0,Yes,1
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
"제목=title
내용=content
처리기관명=ancName",31,0,Yes,3
현재페이지번호,7,0,No,0
"페이지에 보여줄 목록의 개수 
기본10",19,3,No,0
(NULL),6,0,Yes,2
List형,5,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
CLOB,4,0,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
서비스 대상,6,1,No,0
인증키,3,0,No,0
검색어,3,0,No,0
검색범위,4,0,No,0
검색건수,4,0,No,0
결과페이지번호,7,0,No,0
결과 번호,5,1,No,0
법령일련번호,6,0,No,0
현행연혁코드,6,0,No,0
법령명한글,5,0,No,0
법령ID,4,0,No,0
공포일자,4,0,No,0
공포번호,4,0,No,0
제개정구분명,6,0,No,0
소관부처코드,6,0,No,0
소관부처명,5,0,No,0
법령구분명,5,0,No,0
시행일자,4,0,No,0
법령상세링크,6,0,No,0
검색서비스 대상,8,1,No,0
인증키,3,0,No,0
서비스 대상,6,1,No,0
검색 대상,5,1,No,0
검색키워드,5,0,No,0
검색범위(AdmRulNm:행정규칙명/bdyText:본문),31,0,Yes,5
검색결과갯수,6,0,No,0
출력페이지,5,0,No,0
검색결과번호,6,0,No,0
행정규칙일련번호,8,0,No,0
행정규칙명,5,0,No,0
행정규칙종류,6,0,No,0
발령일자,4,0,No,0
발령번호,4,0,No,0
소관부처명,5,0,No,0
현행연혁구분,6,0,No,0
제개정구분코드,7,0,No,0
제개정구분명,6,0,No,0
행정규칙상세링크,8,0,No,0
인증키,3,0,No,0
서비스 대상,6,1,No,0
제개정구분명,6,0,No,0
지자체기관명,6,0,No,0
자치법규종류,6,0,No,0
시행일자,4,0,No,0
자치법규상세링크,8,0,No,0
검색 대상,5,1,No,0
키워드,3,0,No,0
검색범위(ordinNm:자치법규명/bdyText:본문),30,0,Yes,5
검색결과갯수,6,0,No,0
출력페이지,5,0,No,0
결과 검색결과번호,9,1,No,0
자치법규일련번호,8,0,No,0
자치법규명,5,0,No,0
자치법규ID,6,0,No,0
공포일자,4,0,No,0
공포번호,4,0,No,0
인증키,3,0,No,0
서비스 대상,6,1,No,0
검색 대상,5,1,No,0
키워드,3,0,No,0
검색범위(TrtyNm:조약명/bdyText:본문),27,0,Yes,5
검색결과갯수,6,0,No,0
출력페이지,5,0,No,0
검색결과번호,6,0,No,0
조약일련번호,6,0,No,0
조약명,3,0,No,0
조약구분코드,6,0,No,0
조약구분명,5,0,No,0
발효일자,4,0,No,0
관보게제일자,6,0,No,0
조약번호,4,0,No,0
조약상세링크,6,0,No,0
인증키,3,0,No,0
서비스 대상,6,1,No,0
검색 대상,5,1,No,0
검색어,3,0,No,0
검색범위(itmNm:해석례명/bdyText:본문),27,0,Yes,5
검색결과갯수,6,0,No,0
출력페이지,5,0,No,0
검색결과번호,6,0,No,0
법령해석례일련번호,9,0,No,0
안건번호,4,0,No,0
회신일자,4,0,No,0
질의기관명,5,0,No,0
질의기관코드,6,0,No,0
회신기관명,5,0,No,0
회신기관코드,6,0,No,0
해석례분야명,6,0,No,0
법령해석례상세링크,9,0,No,0
인증키,3,0,No,0
서비스 대상,6,1,No,0
사건명,3,0,No,0
헌재결정례상세링크,9,0,No,0
검색 대상,5,1,No,0
검색어,3,0,No,0
검색범위(evtNm:결정례명/bdyText:본문),27,0,Yes,5
